,mean_residual,l2_relative_error,mse,method,ratio,seed,n_iterations,num_domain,num_boundary,num_initial,n_candidate_points,hard_constrained,model_version,influence_sign
432,0.016009085,0.06766913295957283,0.0017282051528681795,RAR,0.07,0,10000,2540,80,160,10000,False,train,pos
433,0.016009085,0.06766913295957283,0.0017282051528681795,RAR,0.07,0,10000,2540,80,160,10000,False,test,pos
434,0.016357219,0.07089272855621002,0.001896782158347204,RAR,0.07,0,10000,2540,80,160,10000,False,10k,pos
435,0.0113640055,0.10022598153642527,0.003791182648597804,random,0.0,1,50000,2540,80,160,10000,False,train,abs
436,0.011774456,0.10871815833909544,0.0044608564275444365,random,0.0,1,50000,2540,80,160,10000,False,test,abs
437,0.012507848,0.09994191443540694,0.003769722662551797,random,0.0,1,50000,2540,80,160,10000,False,10k,abs
438,0.017287858,0.14787196691934928,0.008252504526426542,random,0.01,1,10000,2540,80,160,10000,False,train,abs
439,0.017287858,0.14787196691934928,0.008252504526426542,random,0.01,1,10000,2540,80,160,10000,False,test,abs
440,0.017287858,0.14787196691934928,0.008252504526426542,random,0.01,1,10000,2540,80,160,10000,False,10k,abs
441,0.023767151,0.025829435248718374,0.00025179313956849754,IF,0.0,0,50000,2540,80,160,10000,True,train,abs
442,0.031152496000000002,0.030607201008546737,0.00035355851673866295,IF,0.0,0,50000,2540,80,160,10000,True,test,abs
443,0.023767151,0.025829435248718374,0.00025179313956849754,IF,0.0,0,50000,2540,80,160,10000,True,10k,abs
444,0.03532188,0.0738908541818748,0.0020606083054445245,RAR,0.02,0,10000,2540,80,160,10000,True,train,abs
445,0.03532188,0.0738908541818748,0.0020606083054445245,RAR,0.02,0,10000,2540,80,160,10000,True,test,abs
446,0.03532188,0.0738908541818748,0.0020606083054445245,RAR,0.02,0,10000,2540,80,160,10000,True,10k,abs
447,0.010878038999999999,0.15867922062762702,0.00950285689660414,RAR,0.03,1,50000,2540,80,160,10000,False,train,pos
448,0.010980071000000001,0.15799561639569973,0.009421154956368813,RAR,0.03,1,50000,2540,80,160,10000,False,test,pos
449,0.010980071000000001,0.15799561639569973,0.009421154956368813,RAR,0.03,1,50000,2540,80,160,10000,False,10k,pos
450,0.015672036,0.01290590781216884,6.286243347276011e-05,IF,0.01,1,50000,2540,80,160,10000,True,train,neg
451,0.015672036,0.01290590781216884,6.286243347276011e-05,IF,0.01,1,50000,2540,80,160,10000,True,test,neg
452,0.016574457,0.014685550856054209,8.139440541621064e-05,IF,0.01,1,50000,2540,80,160,10000,True,10k,neg
453,0.014366448,0.025070903200033492,0.0002372214913968645,random,0.1,0,10000,2540,80,160,10000,False,train,pos
454,0.015272516000000002,0.026815726200921302,0.00027138959765027603,random,0.1,0,10000,2540,80,160,10000,False,test,pos
455,0.014366448,0.025070903200033492,0.0002372214913968645,random,0.1,0,10000,2540,80,160,10000,False,10k,pos
456,0.011333831,0.09953677481378327,0.003739221577039493,random,0.02,1,50000,2540,80,160,10000,False,train,neg
457,0.011760695,0.10858444367420393,0.004449890180160439,random,0.02,1,50000,2540,80,160,10000,False,test,neg
458,0.012641208000000001,0.10031354051070564,0.0037978096141444507,random,0.02,1,50000,2540,80,160,10000,False,10k,neg
459,0.015976194,0.1511122235530357,0.008618134427367663,RAR,0.03,0,10000,2540,80,160,10000,False,train,pos
460,0.015976194,0.1511122235530357,0.008618134427367663,RAR,0.03,0,10000,2540,80,160,10000,False,test,pos
461,0.015976194,0.1511122235530357,0.008618134427367663,RAR,0.03,0,10000,2540,80,160,10000,False,10k,pos
462,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,train,pos
463,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,test,pos
464,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,10k,pos
465,0.016435476,0.07434710691525998,0.0020861340832263172,RAR,0.08,0,10000,2540,80,160,10000,False,train,pos
466,0.016435476,0.07434710691525998,0.0020861340832263172,RAR,0.08,0,10000,2540,80,160,10000,False,test,pos
467,0.01695574,0.06881004693289286,0.0017869721331402087,RAR,0.08,0,10000,2540,80,160,10000,False,10k,pos
468,0.016066162,0.15358239565252502,0.008902191801940776,RAR,0.04,0,10000,2540,80,160,10000,False,train,pos
469,0.016074704,0.12110366672890482,0.005535140603885229,RAR,0.04,0,10000,2540,80,160,10000,False,test,pos
470,0.016066162,0.15358239565252502,0.008902191801940776,RAR,0.04,0,10000,2540,80,160,10000,False,10k,pos
471,0.027950969,0.026028616404685054,0.00025569146881670475,random,0.06,1,10000,2540,80,160,10000,True,train,pos
472,0.027950969,0.026028616404685054,0.00025569146881670475,random,0.06,1,10000,2540,80,160,10000,True,test,pos
473,0.028509642999999998,0.025650872846680804,0.0002483238126271116,random,0.06,1,10000,2540,80,160,10000,True,10k,pos
474,0.015290383999999999,0.10293740651127996,0.003999083903406493,RAR,0.01,0,10000,2540,80,160,10000,False,train,pos
475,0.015290383999999999,0.10293740651127996,0.003999083903406493,RAR,0.01,0,10000,2540,80,160,10000,False,test,pos
476,0.015290383999999999,0.10293740651127996,0.003999083903406493,RAR,0.01,0,10000,2540,80,160,10000,False,10k,pos
477,0.011224993,0.13644151566356172,0.007025983767908157,IF,0.02,1,50000,2540,80,160,10000,False,train,neg
478,0.011224993,0.13644151566356172,0.007025983767908157,IF,0.02,1,50000,2540,80,160,10000,False,test,neg
479,0.011224993,0.13644151566356172,0.007025983767908157,IF,0.02,1,50000,2540,80,160,10000,False,10k,neg
480,0.015976194,0.1511122235530357,0.008618134427367663,RAR,0.03,0,10000,2540,80,160,10000,False,train,neg
481,0.015976194,0.1511122235530357,0.008618134427367663,RAR,0.03,0,10000,2540,80,160,10000,False,test,neg
482,0.015976194,0.1511122235530357,0.008618134427367663,RAR,0.03,0,10000,2540,80,160,10000,False,10k,neg
483,0.0113640055,0.10022598153642527,0.003791182648597804,RAR,0.0,1,50000,2540,80,160,10000,False,train,neg
484,0.011774456,0.10871815833909544,0.0044608564275444365,RAR,0.0,1,50000,2540,80,160,10000,False,test,neg
485,0.012507848,0.09994191443540694,0.003769722662551797,RAR,0.0,1,50000,2540,80,160,10000,False,10k,neg
486,0.014289241000000001,0.02714004581785168,0.0002779938734460937,random,0.04,0,10000,2540,80,160,10000,False,train,neg
487,0.015232643,0.0269802451208948,0.0002747298530524494,random,0.04,0,10000,2540,80,160,10000,False,test,neg
488,0.014289241000000001,0.02714004581785168,0.0002779938734460937,random,0.04,0,10000,2540,80,160,10000,False,10k,neg
489,0.010843778,0.1580753731289423,0.009430669020298346,RAR,0.02,1,50000,2540,80,160,10000,False,train,pos
490,0.010843778,0.1580753731289423,0.009430669020298346,RAR,0.02,1,50000,2540,80,160,10000,False,test,pos
491,0.010843778,0.1580753731289423,0.009430669020298346,RAR,0.02,1,50000,2540,80,160,10000,False,10k,pos
492,0.012122661000000002,0.026079089148558842,0.0002566840657689668,RAR,0.0,0,50000,2540,80,160,10000,False,train,abs
493,0.015073703,0.02626666695500061,0.000260389823318262,RAR,0.0,0,50000,2540,80,160,10000,False,test,abs
494,0.012122661000000002,0.026079089148558842,0.0002566840657689668,RAR,0.0,0,50000,2540,80,160,10000,False,10k,abs
495,0.013681008,0.09107925668527407,0.003130783433169858,IF,0.08,0,50000,2540,80,160,10000,False,train,neg
496,0.014512018,0.04708563232784737,0.0008367406844399153,IF,0.08,0,50000,2540,80,160,10000,False,test,neg
497,0.013854298999999999,0.09453117317311603,0.003372594809340786,IF,0.08,0,50000,2540,80,160,10000,False,10k,neg
498,0.010868996,0.1450273076341205,0.00793804654319588,IF,0.01,1,50000,2540,80,160,10000,False,train,abs
499,0.010868996,0.1450273076341205,0.00793804654319588,IF,0.01,1,50000,2540,80,160,10000,False,test,abs
500,0.010868996,0.1450273076341205,0.00793804654319588,IF,0.01,1,50000,2540,80,160,10000,False,10k,abs
501,0.019386406999999998,0.148547396739454,0.008328066079062012,IF,0.01,1,10000,2540,80,160,10000,False,train,abs
502,0.019386406999999998,0.148547396739454,0.008328066079062012,IF,0.01,1,10000,2540,80,160,10000,False,test,abs
503,0.019386406999999998,0.148547396739454,0.008328066079062012,IF,0.01,1,10000,2540,80,160,10000,False,10k,abs
504,0.012976998,0.12911098619514216,0.006291301068237761,RAR,0.02,0,50000,2540,80,160,10000,False,train,pos
505,0.012976998,0.12911098619514216,0.006291301068237761,RAR,0.02,0,50000,2540,80,160,10000,False,test,pos
506,0.012976998,0.12911098619514216,0.006291301068237761,RAR,0.02,0,50000,2540,80,160,10000,False,10k,pos
507,0.016826492,0.1466887534055633,0.008120966286546481,random,0.07,1,10000,2540,80,160,10000,False,train,neg
508,0.016826492,0.1466887534055633,0.008120966286546481,random,0.07,1,10000,2540,80,160,10000,False,test,neg
509,0.016826492,0.1466887534055633,0.008120966286546481,random,0.07,1,10000,2540,80,160,10000,False,10k,neg
510,0.027361974,0.02415484740028373,0.00022020271440196132,RAR,0.0,1,10000,2540,80,160,10000,True,train,pos
511,0.03267006,0.02771657621445742,0.00028993005298328793,RAR,0.0,1,10000,2540,80,160,10000,True,test,pos
512,0.027361974,0.02415484740028373,0.00022020271440196132,RAR,0.0,1,10000,2540,80,160,10000,True,10k,pos
513,0.021521626000000002,0.15397009722162802,0.008947193705238145,IF,0.03,1,10000,2540,80,160,10000,False,train,abs
514,0.021521626000000002,0.15397009722162802,0.008947193705238145,IF,0.03,1,10000,2540,80,160,10000,False,test,abs
515,0.021297855,0.15420945435919936,0.008975033387436696,IF,0.03,1,10000,2540,80,160,10000,False,10k,abs
516,0.01272474,0.11289646975271618,0.00481032916390926,RAR,0.04,0,50000,2540,80,160,10000,False,train,abs
517,0.01272474,0.11289646975271618,0.00481032916390926,RAR,0.04,0,50000,2540,80,160,10000,False,test,abs
518,0.01272474,0.11289646975271618,0.00481032916390926,RAR,0.04,0,50000,2540,80,160,10000,False,10k,abs
519,0.015574099,0.0904997727662366,0.0030910714888521033,IF,0.01,0,10000,2540,80,160,10000,False,train,pos
520,0.015574099,0.0904997727662366,0.0030910714888521033,IF,0.01,0,10000,2540,80,160,10000,False,test,pos
521,0.015574099,0.0904997727662366,0.0030910714888521033,IF,0.01,0,10000,2540,80,160,10000,False,10k,pos
522,0.017823108,0.1979833804141363,0.014793520650456232,RAR,0.01,1,10000,2540,80,160,10000,False,train,abs
523,0.017823108,0.1979833804141363,0.014793520650456232,RAR,0.01,1,10000,2540,80,160,10000,False,test,abs
524,0.017823108,0.1979833804141363,0.014793520650456232,RAR,0.01,1,10000,2540,80,160,10000,False,10k,abs
525,0.010986734,0.1427502138360946,0.007690730744580698,IF,0.06,1,50000,2540,80,160,10000,False,train,abs
526,0.010986734,0.1427502138360946,0.007690730744580698,IF,0.06,1,50000,2540,80,160,10000,False,test,abs
527,0.010986734,0.1427502138360946,0.007690730744580698,IF,0.06,1,50000,2540,80,160,10000,False,10k,abs
528,0.0106981555,0.15996465464616474,0.009657442639086076,RAR,0.05,1,50000,2540,80,160,10000,False,train,neg
529,0.010654243999999998,0.15754839012998692,0.009367894938322728,RAR,0.05,1,50000,2540,80,160,10000,False,test,neg
530,0.010654243999999998,0.15754839012998692,0.009367894938322728,RAR,0.05,1,50000,2540,80,160,10000,False,10k,neg
531,0.019467091000000002,0.1985489581828432,0.014878162474399784,RAR,0.03,1,10000,2540,80,160,10000,False,train,abs
532,0.019467091000000002,0.1985489581828432,0.014878162474399784,RAR,0.03,1,10000,2540,80,160,10000,False,test,abs
533,0.019467091000000002,0.1985489581828432,0.014878162474399784,RAR,0.03,1,10000,2540,80,160,10000,False,10k,abs
534,0.01968398,0.15346944168230722,0.008889102174889606,IF,0.02,1,10000,2540,80,160,10000,False,train,pos
535,0.01968398,0.15346944168230722,0.008889102174889606,IF,0.02,1,10000,2540,80,160,10000,False,test,pos
536,0.01968398,0.15346944168230722,0.008889102174889606,IF,0.02,1,10000,2540,80,160,10000,False,10k,pos
537,0.0195701,0.18982042217766587,0.013598779810122176,RAR,0.07,1,10000,2540,80,160,10000,False,train,neg
538,0.0195701,0.18982042217766587,0.013598779810122176,RAR,0.07,1,10000,2540,80,160,10000,False,test,neg
539,0.020238606,0.1855087013278212,0.012988010829309171,RAR,0.07,1,10000,2540,80,160,10000,False,10k,neg
540,0.012935821,0.03639144048775441,0.000499818774327464,IF,0.07,0,50000,2540,80,160,10000,False,train,abs
541,0.012935821,0.03639144048775441,0.000499818774327464,IF,0.07,0,50000,2540,80,160,10000,False,test,abs
542,0.012935821,0.03639144048775441,0.000499818774327464,IF,0.07,0,50000,2540,80,160,10000,False,10k,abs
543,0.014326408,0.026832055623087898,0.00027172022338827905,random,0.03,0,10000,2540,80,160,10000,False,train,neg
544,0.015274877,0.02718515725578524,0.00027891878903822453,random,0.03,0,10000,2540,80,160,10000,False,test,neg
545,0.014326408,0.026832055623087898,0.00027172022338827905,random,0.03,0,10000,2540,80,160,10000,False,10k,neg
546,0.019572502,0.19371616412747333,0.014162691441076469,RAR,0.05,1,10000,2540,80,160,10000,False,train,abs
547,0.019572502,0.19371616412747333,0.014162691441076469,RAR,0.05,1,10000,2540,80,160,10000,False,test,abs
548,0.019572502,0.19371616412747333,0.014162691441076469,RAR,0.05,1,10000,2540,80,160,10000,False,10k,abs
549,0.011333831,0.09953677481378327,0.003739221577039493,random,0.02,1,50000,2540,80,160,10000,False,train,pos
550,0.011760695,0.10858444367420393,0.004449890180160439,random,0.02,1,50000,2540,80,160,10000,False,test,pos
551,0.012641208000000001,0.10031354051070564,0.0037978096141444507,random,0.02,1,50000,2540,80,160,10000,False,10k,pos
552,0.0192917,0.14150828433101578,0.007557493858545016,IF,0.03,1,10000,2540,80,160,10000,False,train,neg
553,0.0192917,0.14150828433101578,0.007557493858545016,IF,0.03,1,10000,2540,80,160,10000,False,test,neg
554,0.0192917,0.14150828433101578,0.007557493858545016,IF,0.03,1,10000,2540,80,160,10000,False,10k,neg
555,0.012630815,0.04963818620641456,0.0009299206237508953,IF,0.07,0,50000,2540,80,160,10000,False,train,pos
556,0.015073703,0.02626666695500061,0.000260389823318262,IF,0.07,0,50000,2540,80,160,10000,False,test,pos
557,0.012630815,0.04963818620641456,0.0009299206237508953,IF,0.07,0,50000,2540,80,160,10000,False,10k,pos
558,0.028934427000000002,0.03050618430649576,0.00035122858284410987,random,0.01,0,10000,2540,80,160,10000,True,train,neg
559,0.045136943,0.054815438114872085,0.001134017746542192,random,0.01,0,10000,2540,80,160,10000,True,test,neg
560,0.028934427000000002,0.03050618430649576,0.00035122858284410987,random,0.01,0,10000,2540,80,160,10000,True,10k,neg
561,0.016066162,0.15358239565252502,0.008902191801940776,RAR,0.04,0,10000,2540,80,160,10000,False,train,neg
562,0.016074704,0.12110366672890482,0.005535140603885229,RAR,0.04,0,10000,2540,80,160,10000,False,test,neg
563,0.016066162,0.15358239565252502,0.008902191801940776,RAR,0.04,0,10000,2540,80,160,10000,False,10k,neg
564,0.014377922,0.0077641210474655095,2.2750904488972158e-05,random,0.01,1,50000,2540,80,160,10000,True,train,pos
565,0.014817076,0.008201475321420402,2.5386219842867733e-05,random,0.01,1,50000,2540,80,160,10000,True,test,pos
566,0.014377922,0.0077641210474655095,2.2750904488972158e-05,random,0.01,1,50000,2540,80,160,10000,True,10k,pos
567,0.0113640055,0.10022598153642527,0.003791182648597804,random,0.0,1,50000,2540,80,160,10000,False,train,neg
568,0.011774456,0.10871815833909544,0.0044608564275444365,random,0.0,1,50000,2540,80,160,10000,False,test,neg
569,0.012507848,0.09994191443540694,0.003769722662551797,random,0.0,1,50000,2540,80,160,10000,False,10k,neg
570,0.011096941,0.1474407891888889,0.008204447975152362,IF,0.02,1,50000,2540,80,160,10000,False,train,abs
571,0.011096941,0.1474407891888889,0.008204447975152362,IF,0.02,1,50000,2540,80,160,10000,False,test,abs
572,0.011096941,0.1474407891888889,0.008204447975152362,IF,0.02,1,50000,2540,80,160,10000,False,10k,abs
573,0.0195701,0.18982042217766587,0.013598779810122176,RAR,0.07,1,10000,2540,80,160,10000,False,train,pos
574,0.0195701,0.18982042217766587,0.013598779810122176,RAR,0.07,1,10000,2540,80,160,10000,False,test,pos
575,0.020238606,0.1855087013278212,0.012988010829309171,RAR,0.07,1,10000,2540,80,160,10000,False,10k,pos
576,0.01272474,0.11289646975271618,0.00481032916390926,RAR,0.04,0,50000,2540,80,160,10000,False,train,pos
577,0.01272474,0.11289646975271618,0.00481032916390926,RAR,0.04,0,50000,2540,80,160,10000,False,test,pos
578,0.01272474,0.11289646975271618,0.00481032916390926,RAR,0.04,0,50000,2540,80,160,10000,False,10k,pos
579,0.012697995,0.04911240765450416,0.0009103251100162703,IF,0.01,0,50000,2540,80,160,10000,False,train,pos
580,0.015073703,0.02626666695500061,0.000260389823318262,IF,0.01,0,50000,2540,80,160,10000,False,test,pos
581,0.012697995,0.04911240765450416,0.0009103251100162703,IF,0.01,0,50000,2540,80,160,10000,False,10k,pos
582,0.014289241000000001,0.02714004581785168,0.0002779938734460937,random,0.04,0,10000,2540,80,160,10000,False,train,abs
583,0.015232643,0.0269802451208948,0.0002747298530524494,random,0.04,0,10000,2540,80,160,10000,False,test,abs
584,0.014289241000000001,0.02714004581785168,0.0002779938734460937,random,0.04,0,10000,2540,80,160,10000,False,10k,abs
585,0.03219652,0.03554710155808531,0.0004768946625537125,IF,0.02,0,10000,2540,80,160,10000,True,train,abs
586,0.03219652,0.03554710155808531,0.0004768946625537125,IF,0.02,0,10000,2540,80,160,10000,True,test,abs
587,0.03219652,0.03554710155808531,0.0004768946625537125,IF,0.02,0,10000,2540,80,160,10000,True,10k,abs
588,0.01463714,0.02466680465503961,0.00022963594051822442,random,0.07,0,10000,2540,80,160,10000,False,train,abs
589,0.015320519,0.027066372566026318,0.0002764866604714664,random,0.07,0,10000,2540,80,160,10000,False,test,abs
590,0.01463714,0.02466680465503961,0.00022963594051822442,random,0.07,0,10000,2540,80,160,10000,False,10k,abs
591,0.015513188999999998,0.08848299571122968,0.002954838217644125,IF,0.04,0,10000,2540,80,160,10000,False,train,pos
592,0.015513188999999998,0.08848299571122968,0.002954838217644125,IF,0.04,0,10000,2540,80,160,10000,False,test,pos
593,0.015513188999999998,0.08848299571122968,0.002954838217644125,IF,0.04,0,10000,2540,80,160,10000,False,10k,pos
594,0.029011821,0.030577926971678868,0.00035288252317630284,random,0.0,0,10000,2540,80,160,10000,True,train,abs
595,0.031496382999999996,0.03177065071297384,0.00038094852095677586,random,0.0,0,10000,2540,80,160,10000,True,test,abs
596,0.029011821,0.030577926971678868,0.00035288252317630284,random,0.0,0,10000,2540,80,160,10000,True,10k,abs
597,0.019684973999999997,0.19307946916209975,0.014069746223145113,RAR,0.04,1,10000,2540,80,160,10000,False,train,pos
598,0.019684973999999997,0.19307946916209975,0.014069746223145113,RAR,0.04,1,10000,2540,80,160,10000,False,test,pos
599,0.019684973999999997,0.19307946916209975,0.014069746223145113,RAR,0.04,1,10000,2540,80,160,10000,False,10k,pos
600,0.01302588,0.09290598570359512,0.00325762780115886,RAR,0.03,0,50000,2540,80,160,10000,False,train,abs
601,0.01302588,0.09290598570359512,0.00325762780115886,RAR,0.03,0,50000,2540,80,160,10000,False,test,abs
602,0.01302588,0.09290598570359512,0.00325762780115886,RAR,0.03,0,50000,2540,80,160,10000,False,10k,abs
603,0.012012563,0.028682322549501395,0.000310486486341475,random,0.02,0,50000,2540,80,160,10000,False,train,abs
604,0.015073703,0.02626666695500061,0.000260389823318262,random,0.02,0,50000,2540,80,160,10000,False,test,abs
605,0.012012563,0.028682322549501395,0.000310486486341475,random,0.02,0,50000,2540,80,160,10000,False,10k,abs
606,0.014869263,0.025599624206607014,0.00024733253683800977,random,0.02,0,10000,2540,80,160,10000,False,train,neg
607,0.014869263,0.025599624206607014,0.00024733253683800977,random,0.02,0,10000,2540,80,160,10000,False,test,neg
608,0.014968305,0.026323709926802084,0.0002615220216173703,random,0.02,0,10000,2540,80,160,10000,False,10k,neg
609,0.017823108,0.1979833804141363,0.014793520650456232,RAR,0.01,1,10000,2540,80,160,10000,False,train,neg
610,0.017823108,0.1979833804141363,0.014793520650456232,RAR,0.01,1,10000,2540,80,160,10000,False,test,neg
611,0.017823108,0.1979833804141363,0.014793520650456232,RAR,0.01,1,10000,2540,80,160,10000,False,10k,neg
612,0.016247438,0.04223574952140943,0.0006732470872053811,IF,0.03,0,10000,2540,80,160,10000,False,train,abs
613,0.016247438,0.04223574952140943,0.0006732470872053811,IF,0.03,0,10000,2540,80,160,10000,False,test,abs
614,0.016247438,0.04223574952140943,0.0006732470872053811,IF,0.03,0,10000,2540,80,160,10000,False,10k,abs
615,0.017700986999999998,0.14938714633693345,0.008422490588064204,random,0.05,1,10000,2540,80,160,10000,False,train,neg
616,0.017700986999999998,0.14938714633693345,0.008422490588064204,random,0.05,1,10000,2540,80,160,10000,False,test,neg
617,0.017288584,0.14820029712177335,0.008289192407618676,random,0.05,1,10000,2540,80,160,10000,False,10k,neg
618,0.015062323999999998,0.09720401738279837,0.0035660095400072344,IF,0.03,0,10000,2540,80,160,10000,False,train,neg
619,0.015062323999999998,0.09720401738279837,0.0035660095400072344,IF,0.03,0,10000,2540,80,160,10000,False,test,neg
620,0.015062323999999998,0.09720401738279837,0.0035660095400072344,IF,0.03,0,10000,2540,80,160,10000,False,10k,neg
621,0.017202548999999998,0.14769275229176834,0.00823251326869783,random,0.02,1,10000,2540,80,160,10000,False,train,pos
622,0.017202548999999998,0.14769275229176834,0.00823251326869783,random,0.02,1,10000,2540,80,160,10000,False,test,pos
623,0.017202548999999998,0.14769275229176834,0.00823251326869783,random,0.02,1,10000,2540,80,160,10000,False,10k,pos
624,0.019671377,0.1534400084531304,0.008885692898232173,IF,0.01,1,10000,2540,80,160,10000,False,train,pos
625,0.019671377,0.1534400084531304,0.008885692898232173,IF,0.01,1,10000,2540,80,160,10000,False,test,pos
626,0.019671377,0.1534400084531304,0.008885692898232173,IF,0.01,1,10000,2540,80,160,10000,False,10k,pos
627,0.01937931,0.14059536095129502,0.007460295909898166,IF,0.07,1,10000,2540,80,160,10000,False,train,neg
628,0.01937931,0.14059536095129502,0.007460295909898166,IF,0.07,1,10000,2540,80,160,10000,False,test,neg
629,0.01937931,0.14059536095129502,0.007460295909898166,IF,0.07,1,10000,2540,80,160,10000,False,10k,neg
630,0.0106981555,0.15996465464616474,0.009657442639086076,RAR,0.05,1,50000,2540,80,160,10000,False,train,abs
631,0.010654243999999998,0.15754839012998692,0.009367894938322728,RAR,0.05,1,50000,2540,80,160,10000,False,test,abs
632,0.010654243999999998,0.15754839012998692,0.009367894938322728,RAR,0.05,1,50000,2540,80,160,10000,False,10k,abs
633,0.019885184,0.1534124201736628,0.008882497917426003,IF,0.04,1,10000,2540,80,160,10000,False,train,pos
634,0.019885184,0.1534124201736628,0.008882497917426003,IF,0.04,1,10000,2540,80,160,10000,False,test,pos
635,0.019885184,0.1534124201736628,0.008882497917426003,IF,0.04,1,10000,2540,80,160,10000,False,10k,pos
636,0.010317411,0.16033351286699987,0.009702031665826895,RAR,0.09,1,50000,2540,80,160,10000,False,train,neg
637,0.010317411,0.16033351286699987,0.009702031665826895,RAR,0.09,1,50000,2540,80,160,10000,False,test,neg
638,0.010520108,0.16170967791680602,0.009869294217069108,RAR,0.09,1,50000,2540,80,160,10000,False,10k,neg
639,0.009848278,0.028573559072797287,0.00030813621903244976,IF,0.01,1,50000,2540,80,160,10000,False,train,pos
640,0.0098333685,0.026742446027007732,0.0002699083546512857,IF,0.01,1,50000,2540,80,160,10000,False,test,pos
641,0.0098333685,0.026742446027007732,0.0002699083546512857,IF,0.01,1,50000,2540,80,160,10000,False,10k,pos
642,0.0110560795,0.0990048277003081,0.003699361874682585,random,0.07,1,50000,2540,80,160,10000,False,train,neg
643,0.011766572,0.1083959719803248,0.004434456100323383,random,0.07,1,50000,2540,80,160,10000,False,test,neg
644,0.0110560795,0.0990048277003081,0.003699361874682585,random,0.07,1,50000,2540,80,160,10000,False,10k,neg
645,0.014326408,0.026832055623087898,0.00027172022338827905,random,0.03,0,10000,2540,80,160,10000,False,train,abs
646,0.015274877,0.02718515725578524,0.00027891878903822453,random,0.03,0,10000,2540,80,160,10000,False,test,abs
647,0.014326408,0.026832055623087898,0.00027172022338827905,random,0.03,0,10000,2540,80,160,10000,False,10k,abs
648,0.012036678,0.02498912209114644,0.0002356763859216901,random,0.05,0,50000,2540,80,160,10000,False,train,pos
649,0.015073703,0.02626666695500061,0.000260389823318262,random,0.05,0,50000,2540,80,160,10000,False,test,pos
650,0.012036678,0.02498912209114644,0.0002356763859216901,random,0.05,0,50000,2540,80,160,10000,False,10k,pos
651,0.03230692,0.029250256272629376,0.0003229039983971121,RAR,0.08,1,10000,2540,80,160,10000,True,train,neg
652,0.03230692,0.029250256272629376,0.0003229039983971121,RAR,0.08,1,10000,2540,80,160,10000,True,test,neg
653,0.03230692,0.029250256272629376,0.0003229039983971121,RAR,0.08,1,10000,2540,80,160,10000,True,10k,neg
654,0.010878038999999999,0.15867922062762702,0.00950285689660414,RAR,0.03,1,50000,2540,80,160,10000,False,train,abs
655,0.010980071000000001,0.15799561639569973,0.009421154956368813,RAR,0.03,1,50000,2540,80,160,10000,False,test,abs
656,0.010980071000000001,0.15799561639569973,0.009421154956368813,RAR,0.03,1,50000,2540,80,160,10000,False,10k,abs
657,0.017009991999999998,0.148308506050743,0.008301301588378768,random,0.04,1,10000,2540,80,160,10000,False,train,pos
658,0.017009991999999998,0.148308506050743,0.008301301588378768,random,0.04,1,10000,2540,80,160,10000,False,test,pos
659,0.017009991999999998,0.148308506050743,0.008301301588378768,random,0.04,1,10000,2540,80,160,10000,False,10k,pos
660,0.016826492,0.1466887534055633,0.008120966286546481,random,0.07,1,10000,2540,80,160,10000,False,train,pos
661,0.016826492,0.1466887534055633,0.008120966286546481,random,0.07,1,10000,2540,80,160,10000,False,test,pos
662,0.016826492,0.1466887534055633,0.008120966286546481,random,0.07,1,10000,2540,80,160,10000,False,10k,pos
663,0.013088153,0.03875943299228488,0.0005669815178051857,RAR,0.09,0,50000,2540,80,160,10000,False,train,pos
664,0.013088153,0.03875943299228488,0.0005669815178051857,RAR,0.09,0,50000,2540,80,160,10000,False,test,pos
665,0.013088153,0.03875943299228488,0.0005669815178051857,RAR,0.09,0,50000,2540,80,160,10000,False,10k,pos
666,0.02887644,0.021434171082051784,0.00017339136178288033,IF,0.06,1,10000,2540,80,160,10000,True,train,neg
667,0.02955101,0.022731848590137715,0.00019502198889961956,IF,0.06,1,10000,2540,80,160,10000,True,test,neg
668,0.035514936000000004,0.022461920786347667,0.00019041793649668585,IF,0.06,1,10000,2540,80,160,10000,True,10k,neg
669,0.017287858,0.14787196691934928,0.008252504526426542,random,0.01,1,10000,2540,80,160,10000,False,train,neg
670,0.017287858,0.14787196691934928,0.008252504526426542,random,0.01,1,10000,2540,80,160,10000,False,test,neg
671,0.017287858,0.14787196691934928,0.008252504526426542,random,0.01,1,10000,2540,80,160,10000,False,10k,neg
672,0.012892065,0.038029891367339606,0.0005458385964466763,IF,0.04,0,50000,2540,80,160,10000,False,train,abs
673,0.012892065,0.038029891367339606,0.0005458385964466763,IF,0.04,0,50000,2540,80,160,10000,False,test,abs
674,0.012892065,0.038029891367339606,0.0005458385964466763,IF,0.04,0,50000,2540,80,160,10000,False,10k,abs
675,0.010885813999999999,0.16169040379079813,0.00986694172108313,RAR,0.07,1,50000,2540,80,160,10000,False,train,neg
676,0.01075481,0.158046505114542,0.009427224842691396,RAR,0.07,1,50000,2540,80,160,10000,False,test,neg
677,0.01075481,0.158046505114542,0.009427224842691396,RAR,0.07,1,50000,2540,80,160,10000,False,10k,neg
