,mean_residual,l2_relative_error,mse,method,ratio,seed,n_iterations,num_domain,num_boundary,num_initial,n_candidate_points,hard_constrained,model_version,influence_sign
0,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,train,pos
1,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,test,pos
2,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,10k,pos
3,0.019158162,0.18219746242245605,0.012528489686936378,RAR,0.08,1,10000,2540,80,160,10000,False,train,abs
4,0.019158162,0.18219746242245605,0.012528489686936378,RAR,0.08,1,10000,2540,80,160,10000,False,test,abs
5,0.019158162,0.18219746242245605,0.012528489686936378,RAR,0.08,1,10000,2540,80,160,10000,False,10k,abs
6,0.0113640055,0.10022598153642527,0.003791182648597804,IF,0.0,1,50000,2540,80,160,10000,False,train,abs
7,0.011774456,0.10871815833909544,0.0044608564275444365,IF,0.0,1,50000,2540,80,160,10000,False,test,abs
8,0.012507848,0.09994191443540694,0.003769722662551797,IF,0.0,1,50000,2540,80,160,10000,False,10k,abs
9,0.027339118,0.04226945527845199,0.0006743220702552656,RAR,0.01,0,50000,2540,80,160,10000,True,train,abs
10,0.028178573,0.042090620569072194,0.000668628261883159,RAR,0.01,0,50000,2540,80,160,10000,True,test,abs
11,0.02812052,0.04233179412642108,0.0006763125126850122,RAR,0.01,0,50000,2540,80,160,10000,True,10k,abs
12,0.019158162,0.18219746242245605,0.012528489686936378,RAR,0.08,1,10000,2540,80,160,10000,False,train,neg
13,0.019158162,0.18219746242245605,0.012528489686936378,RAR,0.08,1,10000,2540,80,160,10000,False,test,neg
14,0.019158162,0.18219746242245605,0.012528489686936378,RAR,0.08,1,10000,2540,80,160,10000,False,10k,neg
15,0.00976193,0.02674991751669849,0.00027005919344856463,IF,0.06,1,50000,2540,80,160,10000,False,train,pos
16,0.00976193,0.02674991751669849,0.00027005919344856463,IF,0.06,1,50000,2540,80,160,10000,False,test,pos
17,0.0099961115,0.02640172304497895,0.00026307441528870373,IF,0.06,1,50000,2540,80,160,10000,False,10k,pos
18,0.03477107,0.039370618728804464,0.0005850036177590914,RAR,0.04,0,10000,2540,80,160,10000,True,train,pos
19,0.03477107,0.039370618728804464,0.0005850036177590914,RAR,0.04,0,10000,2540,80,160,10000,True,test,pos
20,0.03477107,0.039370618728804464,0.0005850036177590914,RAR,0.04,0,10000,2540,80,160,10000,True,10k,pos
21,0.027339118,0.04226945527845199,0.0006743220702552656,RAR,0.01,0,50000,2540,80,160,10000,True,train,pos
22,0.028178573,0.042090620569072194,0.000668628261883159,RAR,0.01,0,50000,2540,80,160,10000,True,test,pos
23,0.02812052,0.04233179412642108,0.0006763125126850122,RAR,0.01,0,50000,2540,80,160,10000,True,10k,pos
24,0.029011821,0.030577926971678868,0.00035288252317630284,RAR,0.0,0,10000,2540,80,160,10000,True,train,pos
25,0.031496382999999996,0.03177065071297384,0.00038094852095677586,RAR,0.0,0,10000,2540,80,160,10000,True,test,pos
26,0.029011821,0.030577926971678868,0.00035288252317630284,RAR,0.0,0,10000,2540,80,160,10000,True,10k,pos
27,0.014546806,0.0247288463907944,0.00023079254993907324,random,0.08,0,10000,2540,80,160,10000,False,train,neg
28,0.014889568999999998,0.02527703401218656,0.00024113835698206748,random,0.08,0,10000,2540,80,160,10000,False,test,neg
29,0.014546806,0.0247288463907944,0.00023079254993907324,random,0.08,0,10000,2540,80,160,10000,False,10k,neg
30,0.019821849,0.1928537497324397,0.01403686899632836,RAR,0.06,1,10000,2540,80,160,10000,False,train,pos
31,0.019821849,0.1928537497324397,0.01403686899632836,RAR,0.06,1,10000,2540,80,160,10000,False,test,pos
32,0.02168987,0.18809120957767286,0.013352145937338545,RAR,0.06,1,10000,2540,80,160,10000,False,10k,pos
33,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,train,abs
34,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,test,abs
35,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,10k,abs
36,0.0145037845,0.024620709143754787,0.00022877848890853018,random,0.06,0,10000,2540,80,160,10000,False,train,abs
37,0.014904776000000002,0.02529224399609404,0.00024142864531380897,random,0.06,0,10000,2540,80,160,10000,False,test,abs
38,0.0145037845,0.024620709143754787,0.00022877848890853018,random,0.06,0,10000,2540,80,160,10000,False,10k,abs
39,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,train,neg
40,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,test,neg
41,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,10k,neg
42,0.010843778,0.1580753731289423,0.009430669020298346,RAR,0.02,1,50000,2540,80,160,10000,False,train,neg
43,0.010843778,0.1580753731289423,0.009430669020298346,RAR,0.02,1,50000,2540,80,160,10000,False,test,neg
44,0.010843778,0.1580753731289423,0.009430669020298346,RAR,0.02,1,50000,2540,80,160,10000,False,10k,neg
45,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,train,pos
46,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,test,pos
47,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,10k,pos
48,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,train,abs
49,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,test,abs
50,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,10k,abs
51,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,train,abs
52,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,test,abs
53,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,10k,abs
54,0.015155258999999999,0.0958327249738925,0.003466105253244332,IF,0.06,0,10000,2540,80,160,10000,False,train,neg
55,0.015155258999999999,0.0958327249738925,0.003466105253244332,IF,0.06,0,10000,2540,80,160,10000,False,test,neg
56,0.015155258999999999,0.0958327249738925,0.003466105253244332,IF,0.06,0,10000,2540,80,160,10000,False,10k,neg
57,0.021394849,0.15346089114833114,0.008888111691677041,IF,0.06,1,10000,2540,80,160,10000,False,train,abs
58,0.021394849,0.15346089114833114,0.008888111691677041,IF,0.06,1,10000,2540,80,160,10000,False,test,abs
59,0.021394849,0.15346089114833114,0.008888111691677041,IF,0.06,1,10000,2540,80,160,10000,False,10k,abs
60,0.01490753,0.0255222476463418,0.0002458396384858316,RAR,0.0,0,10000,2540,80,160,10000,False,train,pos
61,0.0152767375,0.027203437398937127,0.0002792940224493936,RAR,0.0,0,10000,2540,80,160,10000,False,test,pos
62,0.017021066,0.027171676235553898,0.00027864222800970563,RAR,0.0,0,10000,2540,80,160,10000,False,10k,pos
63,0.01937524,0.14126272780103913,0.0075312878760978065,IF,0.06,1,10000,2540,80,160,10000,False,train,neg
64,0.01937524,0.14126272780103913,0.0075312878760978065,IF,0.06,1,10000,2540,80,160,10000,False,test,neg
65,0.01937524,0.14126272780103913,0.0075312878760978065,IF,0.06,1,10000,2540,80,160,10000,False,10k,neg
66,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,train,abs
67,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,test,abs
68,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,10k,abs
69,0.01490753,0.0255222476463418,0.0002458396384858316,RAR,0.0,0,10000,2540,80,160,10000,False,train,neg
70,0.0152767375,0.027203437398937127,0.0002792940224493936,RAR,0.0,0,10000,2540,80,160,10000,False,test,neg
71,0.017021066,0.027171676235553898,0.00027864222800970563,RAR,0.0,0,10000,2540,80,160,10000,False,10k,neg
72,0.012036678,0.02498912209114644,0.0002356763859216901,random,0.05,0,50000,2540,80,160,10000,False,train,neg
73,0.015073703,0.02626666695500061,0.000260389823318262,random,0.05,0,50000,2540,80,160,10000,False,test,neg
74,0.012036678,0.02498912209114644,0.0002356763859216901,random,0.05,0,50000,2540,80,160,10000,False,10k,neg
75,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,train,pos
76,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,test,pos
77,0.01593632,0.12037536066416647,0.005468765163393217,RAR,0.06,0,10000,2540,80,160,10000,False,10k,pos
78,0.012122661000000002,0.026079089148558842,0.0002566840657689668,IF,0.0,0,50000,2540,80,160,10000,False,train,neg
79,0.015073703,0.02626666695500061,0.000260389823318262,IF,0.0,0,50000,2540,80,160,10000,False,test,neg
80,0.012122661000000002,0.026079089148558842,0.0002566840657689668,IF,0.0,0,50000,2540,80,160,10000,False,10k,neg
81,0.0111762,0.09951793447282553,0.003737806189765109,random,0.05,1,50000,2540,80,160,10000,False,train,abs
82,0.011756687,0.1086064370661608,0.004451692981501236,random,0.05,1,50000,2540,80,160,10000,False,test,abs
83,0.0111762,0.09951793447282553,0.003737806189765109,random,0.05,1,50000,2540,80,160,10000,False,10k,abs
84,0.0145037845,0.024620709143754787,0.00022877848890853018,random,0.06,0,10000,2540,80,160,10000,False,train,pos
85,0.014904776000000002,0.02529224399609404,0.00024142864531380897,random,0.06,0,10000,2540,80,160,10000,False,test,pos
86,0.0145037845,0.024620709143754787,0.00022877848890853018,random,0.06,0,10000,2540,80,160,10000,False,10k,pos
87,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,train,neg
88,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,test,neg
89,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,10k,neg
90,0.011348596,0.09959691830077468,0.003743741670597232,random,0.01,1,50000,2540,80,160,10000,False,train,neg
91,0.011776642,0.1086398369500466,0.004454431472800683,random,0.01,1,50000,2540,80,160,10000,False,test,neg
92,0.011215513,0.09956336825523547,0.003741219874731989,random,0.01,1,50000,2540,80,160,10000,False,10k,neg
93,0.012122661000000002,0.026079089148558842,0.0002566840657689668,IF,0.0,0,50000,2540,80,160,10000,False,train,abs
94,0.015073703,0.02626666695500061,0.000260389823318262,IF,0.0,0,50000,2540,80,160,10000,False,test,abs
95,0.012122661000000002,0.026079089148558842,0.0002566840657689668,IF,0.0,0,50000,2540,80,160,10000,False,10k,abs
96,0.02029153,0.15290434923108162,0.008823761263470458,IF,0.06,1,10000,2540,80,160,10000,False,train,pos
97,0.02029153,0.15290434923108162,0.008823761263470458,IF,0.06,1,10000,2540,80,160,10000,False,test,pos
98,0.020597261999999998,0.15464376456431694,0.00902565852753398,IF,0.06,1,10000,2540,80,160,10000,False,10k,pos
99,0.019821849,0.1928537497324397,0.01403686899632836,RAR,0.06,1,10000,2540,80,160,10000,False,train,abs
100,0.019821849,0.1928537497324397,0.01403686899632836,RAR,0.06,1,10000,2540,80,160,10000,False,test,abs
101,0.02168987,0.18809120957767286,0.013352145937338545,RAR,0.06,1,10000,2540,80,160,10000,False,10k,abs
102,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,train,abs
103,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,test,abs
104,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,10k,abs
105,0.021171624,0.2001970849916354,0.015126190686174688,RAR,0.02,1,10000,2540,80,160,10000,False,train,pos
106,0.021171624,0.2001970849916354,0.015126190686174688,RAR,0.02,1,10000,2540,80,160,10000,False,test,pos
107,0.02126453,0.19788839553807933,0.014779329321353509,RAR,0.02,1,10000,2540,80,160,10000,False,10k,pos
108,0.019821849,0.1928537497324397,0.01403686899632836,RAR,0.06,1,10000,2540,80,160,10000,False,train,neg
109,0.019821849,0.1928537497324397,0.01403686899632836,RAR,0.06,1,10000,2540,80,160,10000,False,test,neg
110,0.02168987,0.18809120957767286,0.013352145937338545,RAR,0.06,1,10000,2540,80,160,10000,False,10k,neg
111,0.027361974,0.02415484740028373,0.00022020271440196132,IF,0.0,1,10000,2540,80,160,10000,True,train,pos
112,0.03267006,0.02771657621445742,0.00028993005298328793,IF,0.0,1,10000,2540,80,160,10000,True,test,pos
113,0.027361974,0.02415484740028373,0.00022020271440196132,IF,0.0,1,10000,2540,80,160,10000,True,10k,pos
114,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,train,pos
115,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,test,pos
116,0.01577963,0.05469094037359968,0.0011288723960840145,RAR,0.02,0,10000,2540,80,160,10000,False,10k,pos
117,0.016204879,0.021911845830531962,0.0001812057602286535,RAR,0.02,1,50000,2540,80,160,10000,True,train,neg
118,0.016204879,0.021911845830531962,0.0001812057602286535,RAR,0.02,1,50000,2540,80,160,10000,True,test,neg
119,0.016204879,0.021911845830531962,0.0001812057602286535,RAR,0.02,1,50000,2540,80,160,10000,True,10k,neg
120,0.019284926,0.14143333735970526,0.0075494906340837185,IF,0.02,1,10000,2540,80,160,10000,False,train,neg
121,0.019284926,0.14143333735970526,0.0075494906340837185,IF,0.02,1,10000,2540,80,160,10000,False,test,neg
122,0.019284926,0.14143333735970526,0.0075494906340837185,IF,0.02,1,10000,2540,80,160,10000,False,10k,neg
123,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,train,pos
124,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,test,pos
125,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,10k,pos
126,0.032076087,0.025437937067723498,0.0002442181004687354,RAR,0.06,1,10000,2540,80,160,10000,True,train,neg
127,0.033539526,0.045662806398227576,0.0007869357410602529,RAR,0.06,1,10000,2540,80,160,10000,True,test,neg
128,0.032076087,0.025437937067723498,0.0002442181004687354,RAR,0.06,1,10000,2540,80,160,10000,True,10k,neg
129,0.029011821,0.030577926971678868,0.00035288252317630284,IF,0.0,0,10000,2540,80,160,10000,True,train,neg
130,0.031496382999999996,0.03177065071297384,0.00038094852095677586,IF,0.0,0,10000,2540,80,160,10000,True,test,neg
131,0.029011821,0.030577926971678868,0.00035288252317630284,IF,0.0,0,10000,2540,80,160,10000,True,10k,neg
132,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,train,pos
133,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,test,pos
134,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,10k,pos
135,0.012122661000000002,0.026079089148558842,0.0002566840657689668,IF,0.0,0,50000,2540,80,160,10000,False,train,pos
136,0.015073703,0.02626666695500061,0.000260389823318262,IF,0.0,0,50000,2540,80,160,10000,False,test,pos
137,0.012122661000000002,0.026079089148558842,0.0002566840657689668,IF,0.0,0,50000,2540,80,160,10000,False,10k,pos
138,0.0111762,0.09951793447282553,0.003737806189765109,random,0.05,1,50000,2540,80,160,10000,False,train,neg
139,0.011756687,0.1086064370661608,0.004451692981501236,random,0.05,1,50000,2540,80,160,10000,False,test,neg
140,0.0111762,0.09951793447282553,0.003737806189765109,random,0.05,1,50000,2540,80,160,10000,False,10k,neg
141,0.014467641000000002,0.009266206128303313,3.240544470347935e-05,random,0.05,1,50000,2540,80,160,10000,True,train,pos
142,0.014467641000000002,0.009266206128303313,3.240544470347935e-05,random,0.05,1,50000,2540,80,160,10000,True,test,pos
143,0.014846873500000001,0.009644343089510805,3.5104223838510994e-05,random,0.05,1,50000,2540,80,160,10000,True,10k,pos
144,0.011348596,0.09959691830077468,0.003743741670597232,random,0.01,1,50000,2540,80,160,10000,False,train,abs
145,0.011776642,0.1086398369500466,0.004454431472800683,random,0.01,1,50000,2540,80,160,10000,False,test,abs
146,0.011215513,0.09956336825523547,0.003741219874731989,random,0.01,1,50000,2540,80,160,10000,False,10k,abs
147,0.015479773,0.08885815367337131,0.0029799476999552922,IF,0.02,0,10000,2540,80,160,10000,False,train,pos
148,0.015479773,0.08885815367337131,0.0029799476999552922,IF,0.02,0,10000,2540,80,160,10000,False,test,pos
149,0.015479773,0.08885815367337131,0.0029799476999552922,IF,0.02,0,10000,2540,80,160,10000,False,10k,pos
150,0.018761635,0.18135091637384085,0.012412337639110848,RAR,0.1,1,10000,2540,80,160,10000,False,train,neg
151,0.018761635,0.18135091637384085,0.012412337639110848,RAR,0.1,1,10000,2540,80,160,10000,False,test,neg
152,0.018761635,0.18135091637384085,0.012412337639110848,RAR,0.1,1,10000,2540,80,160,10000,False,10k,neg
153,0.01490753,0.0255222476463418,0.0002458396384858316,RAR,0.0,0,10000,2540,80,160,10000,False,train,abs
154,0.0152767375,0.027203437398937127,0.0002792940224493936,RAR,0.0,0,10000,2540,80,160,10000,False,test,abs
155,0.017021066,0.027171676235553898,0.00027864222800970563,RAR,0.0,0,10000,2540,80,160,10000,False,10k,abs
156,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,train,neg
157,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,test,neg
158,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,10k,neg
159,0.014869263,0.025599624206607014,0.00024733253683800977,random,0.02,0,10000,2540,80,160,10000,False,train,pos
160,0.014869263,0.025599624206607014,0.00024733253683800977,random,0.02,0,10000,2540,80,160,10000,False,test,pos
161,0.014968305,0.026323709926802084,0.0002615220216173703,random,0.02,0,10000,2540,80,160,10000,False,10k,pos
162,0.027361974,0.02415484740028373,0.00022020271440196132,random,0.0,1,10000,2540,80,160,10000,True,train,abs
163,0.03267006,0.02771657621445742,0.00028993005298328793,random,0.0,1,10000,2540,80,160,10000,True,test,abs
164,0.027361974,0.02415484740028373,0.00022020271440196132,random,0.0,1,10000,2540,80,160,10000,True,10k,abs
165,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,train,abs
166,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,test,abs
167,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,10k,abs
168,0.015861414,0.039842966697812884,0.0005991249540394207,IF,0.02,0,10000,2540,80,160,10000,False,train,abs
169,0.015861414,0.039842966697812884,0.0005991249540394207,IF,0.02,0,10000,2540,80,160,10000,False,test,abs
170,0.015861414,0.039842966697812884,0.0005991249540394207,IF,0.02,0,10000,2540,80,160,10000,False,10k,abs
171,0.011348596,0.09959691830077468,0.003743741670597232,random,0.01,1,50000,2540,80,160,10000,False,train,pos
172,0.011776642,0.1086398369500466,0.004454431472800683,random,0.01,1,50000,2540,80,160,10000,False,test,pos
173,0.011215513,0.09956336825523547,0.003741219874731989,random,0.01,1,50000,2540,80,160,10000,False,10k,pos
174,0.03163184,0.0345398369664505,0.0004502509506361497,IF,0.06,1,10000,2540,80,160,10000,True,train,pos
175,0.03163184,0.0345398369664505,0.0004502509506361497,IF,0.06,1,10000,2540,80,160,10000,True,test,pos
176,0.03163184,0.0345398369664505,0.0004502509506361497,IF,0.06,1,10000,2540,80,160,10000,True,10k,pos
177,0.03881736,0.0688038827342212,0.00178665198344255,RAR,0.06,0,10000,2540,80,160,10000,True,train,pos
178,0.03881736,0.0688038827342212,0.00178665198344255,RAR,0.06,0,10000,2540,80,160,10000,True,test,pos
179,0.03881736,0.0688038827342212,0.00178665198344255,RAR,0.06,0,10000,2540,80,160,10000,True,10k,pos
180,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,train,abs
181,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,test,abs
182,0.012810238,0.034043008386443176,0.0004373910935697344,RAR,0.01,0,50000,2540,80,160,10000,False,10k,abs
183,0.012619117,0.04968197759284175,0.0009315621211315552,IF,0.06,0,50000,2540,80,160,10000,False,train,pos
184,0.015073703,0.02626666695500061,0.000260389823318262,IF,0.06,0,50000,2540,80,160,10000,False,test,pos
185,0.012619117,0.04968197759284175,0.0009315621211315552,IF,0.06,0,50000,2540,80,160,10000,False,10k,pos
186,0.01490753,0.0255222476463418,0.0002458396384858316,random,0.0,0,10000,2540,80,160,10000,False,train,abs
187,0.0152767375,0.027203437398937127,0.0002792940224493936,random,0.0,0,10000,2540,80,160,10000,False,test,abs
188,0.017021066,0.027171676235553898,0.00027864222800970563,random,0.0,0,10000,2540,80,160,10000,False,10k,abs
189,0.01490753,0.0255222476463418,0.0002458396384858316,IF,0.0,0,10000,2540,80,160,10000,False,train,neg
190,0.0152767375,0.027203437398937127,0.0002792940224493936,IF,0.0,0,10000,2540,80,160,10000,False,test,neg
191,0.017021066,0.027171676235553898,0.00027864222800970563,IF,0.0,0,10000,2540,80,160,10000,False,10k,neg
192,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,train,neg
193,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,test,neg
194,0.017300708,0.14775697084125172,0.008239674012751603,IF,0.0,1,10000,2540,80,160,10000,False,10k,neg
195,0.021171624,0.2001970849916354,0.015126190686174688,RAR,0.02,1,10000,2540,80,160,10000,False,train,neg
196,0.021171624,0.2001970849916354,0.015126190686174688,RAR,0.02,1,10000,2540,80,160,10000,False,test,neg
197,0.02126453,0.19788839553807933,0.014779329321353509,RAR,0.02,1,10000,2540,80,160,10000,False,10k,neg
198,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,train,neg
199,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,test,neg
200,0.01700069,0.1481372730165903,0.008282143732796848,random,0.06,1,10000,2540,80,160,10000,False,10k,neg
201,0.017171921,0.04766149359773942,0.0008573326587307791,IF,0.06,0,10000,2540,80,160,10000,False,train,abs
202,0.016869783,0.04493412485781845,0.0007620204866067425,IF,0.06,0,10000,2540,80,160,10000,False,test,abs
203,0.016869783,0.04493412485781845,0.0007620204866067425,IF,0.06,0,10000,2540,80,160,10000,False,10k,abs
204,0.027361974,0.02415484740028373,0.00022020271440196132,random,0.0,1,10000,2540,80,160,10000,True,train,neg
205,0.03267006,0.02771657621445742,0.00028993005298328793,random,0.0,1,10000,2540,80,160,10000,True,test,neg
206,0.027361974,0.02415484740028373,0.00022020271440196132,random,0.0,1,10000,2540,80,160,10000,True,10k,neg
207,0.027361974,0.02415484740028373,0.00022020271440196132,IF,0.0,1,10000,2540,80,160,10000,True,train,neg
208,0.03267006,0.02771657621445742,0.00028993005298328793,IF,0.0,1,10000,2540,80,160,10000,True,test,neg
209,0.027361974,0.02415484740028373,0.00022020271440196132,IF,0.0,1,10000,2540,80,160,10000,True,10k,neg
210,0.029011821,0.030577926971678868,0.00035288252317630284,random,0.0,0,10000,2540,80,160,10000,True,train,neg
211,0.031496382999999996,0.03177065071297384,0.00038094852095677586,random,0.0,0,10000,2540,80,160,10000,True,test,neg
212,0.029011821,0.030577926971678868,0.00035288252317630284,random,0.0,0,10000,2540,80,160,10000,True,10k,neg
213,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,train,neg
214,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,test,neg
215,0.017300708,0.14775697084125172,0.008239674012751603,RAR,0.0,1,10000,2540,80,160,10000,False,10k,neg
216,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,train,neg
217,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,test,neg
218,0.017300708,0.14775697084125172,0.008239674012751603,random,0.0,1,10000,2540,80,160,10000,False,10k,neg
219,0.013479923000000001,0.07596341427320433,0.0021778252295903185,IF,0.06,0,50000,2540,80,160,10000,False,train,neg
220,0.014332368,0.045582892255341984,0.0007841837303578183,IF,0.06,0,50000,2540,80,160,10000,False,test,neg
221,0.013423758999999999,0.07783851809669504,0.0022866683999209127,IF,0.06,0,50000,2540,80,160,10000,False,10k,neg
222,0.03164124,0.03158794607810895,0.00037657965030456404,IF,0.06,0,10000,2540,80,160,10000,True,train,pos
223,0.03164124,0.03158794607810895,0.00037657965030456404,IF,0.06,0,10000,2540,80,160,10000,True,test,pos
224,0.03164124,0.03158794607810895,0.00037657965030456404,IF,0.06,0,10000,2540,80,160,10000,True,10k,pos
225,0.032076087,0.025437937067723498,0.0002442181004687354,RAR,0.06,1,10000,2540,80,160,10000,True,train,pos
226,0.033539526,0.045662806398227576,0.0007869357410602529,RAR,0.06,1,10000,2540,80,160,10000,True,test,pos
227,0.032076087,0.025437937067723498,0.0002442181004687354,RAR,0.06,1,10000,2540,80,160,10000,True,10k,pos
228,0.014546806,0.0247288463907944,0.00023079254993907324,random,0.08,0,10000,2540,80,160,10000,False,train,pos
229,0.014889568999999998,0.02527703401218656,0.00024113835698206748,random,0.08,0,10000,2540,80,160,10000,False,test,pos
230,0.014546806,0.0247288463907944,0.00023079254993907324,random,0.08,0,10000,2540,80,160,10000,False,10k,pos
231,0.011403496,0.18070122957562704,0.012323562933723355,RAR,0.01,1,50000,2540,80,160,10000,False,train,pos
232,0.011841382,0.10946821789541053,0.004522620717034044,RAR,0.01,1,50000,2540,80,160,10000,False,test,pos
233,0.011376048,0.18054888249135212,0.012302791990952544,RAR,0.01,1,50000,2540,80,160,10000,False,10k,pos
234,0.011403496,0.18070122957562704,0.012323562933723355,RAR,0.01,1,50000,2540,80,160,10000,False,train,abs
235,0.011841382,0.10946821789541053,0.004522620717034044,RAR,0.01,1,50000,2540,80,160,10000,False,test,abs
236,0.011376048,0.18054888249135212,0.012302791990952544,RAR,0.01,1,50000,2540,80,160,10000,False,10k,abs
237,0.017202548999999998,0.14769275229176834,0.00823251326869783,random,0.02,1,10000,2540,80,160,10000,False,train,abs
238,0.017202548999999998,0.14769275229176834,0.00823251326869783,random,0.02,1,10000,2540,80,160,10000,False,test,abs
239,0.017202548999999998,0.14769275229176834,0.00823251326869783,random,0.02,1,10000,2540,80,160,10000,False,10k,abs
240,0.014869263,0.025599624206607014,0.00024733253683800977,random,0.02,0,10000,2540,80,160,10000,False,train,abs
241,0.014869263,0.025599624206607014,0.00024733253683800977,random,0.02,0,10000,2540,80,160,10000,False,test,abs
242,0.014968305,0.026323709926802084,0.0002615220216173703,random,0.02,0,10000,2540,80,160,10000,False,10k,abs
243,0.012135096000000001,0.02488739968225825,0.0002337615707160649,random,0.01,0,50000,2540,80,160,10000,False,train,neg
244,0.015073703,0.02626666695500061,0.000260389823318262,random,0.01,0,50000,2540,80,160,10000,False,test,neg
245,0.012135096000000001,0.02488739968225825,0.0002337615707160649,random,0.01,0,50000,2540,80,160,10000,False,10k,neg
246,0.021171624,0.2001970849916354,0.015126190686174688,RAR,0.02,1,10000,2540,80,160,10000,False,train,abs
