,model,mean_residual,l2_relative_error,mse,ratio,epoch,model_version
28,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.09,0.0,best_test_loss
29,if,0.011295942,0.11497806650398917,0.004989351191291758,0.09,7000.0,best_train_loss
30,if,0.011131847,0.2274216881405857,0.019519910845605264,0.1,49000.0,full_epochs
31,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.1,0.0,best_test_loss
32,if,0.011638261,0.22943445349429248,0.01986695656153038,0.1,7000.0,best_train_loss
33,if,0.010450136,0.14673129356319925,0.008125677176389087,0.1,49000.0,full_epochs
34,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.1,0.0,best_test_loss
35,if,0.010450136,0.14673129356319925,0.008125677176389087,0.1,10000.0,best_train_loss
36,if,0.012792016,0.2298522561477293,0.01993937833307702,0.2,49000.0,full_epochs
37,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.2,0.0,best_test_loss
38,if,0.013233808,0.23215036408976591,0.02034008718291,0.2,7000.0,best_train_loss
39,if,0.013106835,0.21761845408431502,0.017873331629312383,0.30000000000000004,49000.0,full_epochs
40,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.30000000000000004,0.0,best_test_loss
41,if,0.013106835,0.21761845408431502,0.017873331629312383,0.30000000000000004,10000.0,best_train_loss
42,if,0.01567655,0.09928768063122337,0.003720529934864865,0.4,49000.0,full_epochs
43,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.4,0.0,best_test_loss
44,if,0.01567655,0.09928768063122337,0.003720529934864865,0.4,10000.0,best_train_loss
45,if,0.015527266,0.16007305244342634,0.009670535533908842,0.5,49000.0,full_epochs
46,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.5,0.0,best_test_loss
47,if,0.015527266,0.16007305244342634,0.009670535533908842,0.5,10000.0,best_train_loss
48,if,0.013676861,0.23326011059275517,0.020535015085770415,0.6000000000000001,49000.0,full_epochs
49,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.6000000000000001,0.0,best_test_loss
50,if,0.013676861,0.23326011059275517,0.020535015085770415,0.6000000000000001,10000.0,best_train_loss
51,if,0.015393836,0.12181497056962283,0.005600352985562301,0.7000000000000001,49000.0,full_epochs
52,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.7000000000000001,0.0,best_test_loss
53,if,0.015393836,0.12181497056962283,0.005600352985562301,0.7000000000000001,10000.0,best_train_loss
54,if,0.014786708,0.2265443734637464,0.019369599122627874,0.8,49000.0,full_epochs
55,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.8,0.0,best_test_loss
56,if,0.013981449,0.21718621096874247,0.017802400585361852,0.8,9000.0,best_train_loss
57,if,0.0134916715,0.12807872504428608,0.0061911034851905985,0.9,49000.0,full_epochs
58,if,0.010652337,0.06592270388016577,0.0016401519926764465,0.9,0.0,best_test_loss
59,if,0.0134916715,0.12807872504428608,0.0061911034851905985,0.9,10000.0,best_train_loss
60,if,0.01479358,0.25452829803588434,0.024450414098560906,1.0,49000.0,full_epochs
61,if,0.010652337,0.06592270388016577,0.0016401519926764465,1.0,0.0,best_test_loss
62,if,0.013545594,0.21589758042077387,0.017591773399946158,1.0,9000.0,best_train_loss
